Description,Acronym,Length,ID,die
"NM_001560.3 Homo sapiens interleukin 13 receptor subunit alpha 1 (IL13RA1), mRNA",IL13RA1,3996,NM_001560.3,no
"NR_046282.2 Homo sapiens zinc finger protein 74 (ZNF74), transcript variant 5, non-coding RNA",ZNF74,3996,NR_046282.2,no
"NM_006768.5 Homo sapiens BRCA1 associated protein (BRAP), mRNA",BRAP,3996,NM_006768.5,no
"NR_024591.1 Homo sapiens POM121 transmembrane nucleoporin like 1, pseudogene (POM121L1P), non-coding RNA",POM121L1P,3995,NR_024591.1,no
"NM_000757.6 Homo sapiens colony stimulating factor 1 (CSF1), transcript variant 1, mRNA",CSF1,3994,NM_000757.6,no
"NM_032423.3 Homo sapiens zinc finger protein 528 (ZNF528), mRNA",ZNF528,3994,NM_032423.3,no
"NM_001655.5 Homo sapiens archain 1 (ARCN1), transcript variant 1, mRNA",ARCN1,3994,NM_001655.5,no
"NM_001029870.3 Homo sapiens sosondowah ankyrin repeat domain family member B (SOWAHB), mRNA",SOWAHB,3993,NM_001029870.3,no
"NR_038831.1 Homo sapiens HOXA cluster antisense RNA 3 (HOXA-AS3), transcript variant 1, long non-coding RNA",HOXA-AS3,3992,NR_038831.1,no
"NM_152445.3 Homo sapiens FAM161 centrosomal protein B (FAM161B), mRNA",FAM161B,3992,NM_152445.3,no
"NM_022902.5 Homo sapiens solute carrier family 30 member 5 (SLC30A5), transcript variant 1, mRNA",SLC30A5,3992,NM_022902.5,no
"NM_001286264.1 Homo sapiens magnesium transporter MRS2 (MRS2), transcript variant 1, mRNA",MRS2,3992,NM_001286264.1,no
"NM_004625.4 Homo sapiens Wnt family member 7A (WNT7A), mRNA",WNT7A,3991,NM_004625.4,no
"NM_030956.4 Homo sapiens toll like receptor 10 (TLR10), transcript variant 1, mRNA",TLR10,3991,NM_030956.4,no
"NM_153713.3 Homo sapiens limb and CNS expressed 1 like (LIX1L), mRNA",LIX1L,3991,NM_153713.3,no
"NM_002121.6 Homo sapiens major histocompatibility complex, class II, DP beta 1 (HLA-DPB1), mRNA",HLA-DPB1,3991,NM_002121.6,no
"NM_001178061.2 Homo sapiens semaphorin 6C (SEMA6C), transcript variant 1, mRNA",SEMA6C,3991,NM_001178061.2,no
"NM_033495.3 Homo sapiens kelch like family member 13 (KLHL13), transcript variant 1, mRNA",KLHL13,3991,NM_033495.3,no
"NM_001047160.3 Homo sapiens neuroepithelial cell transforming 1 (NET1), transcript variant 1, mRNA",NET1,3989,NM_001047160.3,no
"NM_001319045.1 Homo sapiens eukaryotic translation initiation factor 2A (EIF2A), transcript variant 4, mRNA",EIF2A,3988,NM_001319045.1,no
"NM_014951.3 Homo sapiens zinc finger protein 365 (ZNF365), transcript variant A, mRNA",ZNF365,3988,NM_014951.3,no
"NM_017770.4 Homo sapiens ELOVL fatty acid elongase 2 (ELOVL2), mRNA",ELOVL2,3988,NM_017770.4,no
"NR_024507.2 Homo sapiens long intergenic non-protein coding RNA 598 (LINC00598), transcript variant TTL, long non-coding RNA",LINC00598,3987,NR_024507.2,no
"NM_001198793.1 Homo sapiens ARPC4-TTLL3 readthrough (ARPC4-TTLL3), mRNA",ARPC4-TTLL3,3987,NM_001198793.1,no
"NM_152608.4 Homo sapiens SDE2 telomere maintenance homolog (SDE2), mRNA",SDE2,3987,NM_152608.4,no
"NM_001354304.2 Homo sapiens phenylalanine hydroxylase (PAH), transcript variant 2, mRNA",PAH,3987,NM_001354304.2,no
"NM_001323563.2 Homo sapiens cardiolipin synthase 1 (CRLS1), transcript variant 5, mRNA",CRLS1,3987,NM_001323563.2,no
"NM_001163925.1 Homo sapiens leucine rich repeats and transmembrane domains 2 (LRTM2), transcript variant 2, mRNA",LRTM2,3986,NM_001163925.1,no
"NM_001330716.2 Homo sapiens zinc finger protein 131 (ZNF131), transcript variant 15, mRNA",ZNF131,3985,NM_001330716.2,no
"NM_001322828.2 Homo sapiens zinc finger protein 461 (ZNF461), transcript variant 8, mRNA",ZNF461,3984,NM_001322828.2,no
"NM_001353740.2 Homo sapiens CUGBP Elav-like family member 4 (CELF4), transcript variant 6, mRNA",CELF4,3984,NM_001353740.2,no
"NM_014931.4 Homo sapiens protein phosphatase 6 regulatory subunit 1 (PPP6R1), mRNA",PPP6R1,3984,NM_014931.4,no
"NM_139319.3 Homo sapiens solute carrier family 17 member 8 (SLC17A8), transcript variant 1, mRNA",SLC17A8,3984,NM_139319.3,no
"NM_006178.4 Homo sapiens N-ethylmaleimide sensitive factor, vesicle fusing ATPase (NSF), transcript variant 1, mRNA",NSF,3983,NM_006178.4,no
"NM_207372.2 Homo sapiens SH2 domain containing 4B (SH2D4B), transcript variant 1, mRNA",SH2D4B,3983,NM_207372.2,no
"NM_001037317.2 Homo sapiens phospholipid phosphatase related 5 (PLPPR5), transcript variant 1, mRNA",PLPPR5,3983,NM_001037317.2,no
"NM_001164685.1 Homo sapiens thymocyte selection associated (THEMIS), transcript variant 1, mRNA",THEMIS,3983,NM_001164685.1,no
"NM_001351860.1 Homo sapiens PPFIA binding protein 2 (PPFIBP2), transcript variant 11, mRNA",PPFIBP2,3983,NM_001351860.1,no
"NM_198275.3 Homo sapiens myelin protein zero like 3 (MPZL3), transcript variant 1, mRNA",MPZL3,3983,NM_198275.3,no
"NM_018018.5 Homo sapiens solute carrier family 38 member 4 (SLC38A4), transcript variant 1, mRNA",SLC38A4,3983,NM_018018.5,no
"NM_001453.3 Homo sapiens forkhead box C1 (FOXC1), mRNA",FOXC1,3983,NM_001453.3,no
"NR_125718.1 Homo sapiens POT1 antisense RNA 1 (POT1-AS1), transcript variant 1, long non-coding RNA",POT1-AS1,3983,NR_125718.1,no
"NR_047662.2 Homo sapiens uncharacterized LOC729732 (LOC729732), long non-coding RNA",LOC729732,3982,NR_047662.2,no
"NM_001348440.1 Homo sapiens adaptor related protein complex 3 subunit beta 2 (AP3B2), transcript variant 4, mRNA",AP3B2,3982,NM_001348440.1,no
"NM_001178078.2 Homo sapiens signal transducer and activator of transcription 6 (STAT6), transcript variant 1, mRNA",STAT6,3982,NM_001178078.2,no
"NM_012409.4 Homo sapiens prion like protein doppel (PRND), mRNA",PRND,3981,NM_012409.4,no
"NR_149016.2 Homo sapiens chromosome 2 open reading frame 27A (C2orf27A), transcript variant 7, non-coding RNA",C2orf27A,3981,NR_149016.2,no
"NM_207396.3 Homo sapiens ring finger protein 207 (RNF207), mRNA",RNF207,3981,NM_207396.3,no
"NM_001317776.1 Homo sapiens THAP domain containing 9 (THAP9), transcript variant 5, mRNA",THAP9,3981,NM_001317776.1,no
"NM_001010980.5 Homo sapiens non-compact myelin associated protein (NCMAP), mRNA",NCMAP,3980,NM_001010980.5,no
"NM_031309.6 Homo sapiens scratch family transcriptional repressor 1 (SCRT1), mRNA",SCRT1,3980,NM_031309.6,no
"NM_002827.4 Homo sapiens protein tyrosine phosphatase non-receptor type 1 (PTPN1), transcript variant 1, mRNA",PTPN1,3979,NM_002827.4,no
"NR_015389.1 Homo sapiens long intergenic non-protein coding RNA 667 (LINC00667), long non-coding RNA",LINC00667,3979,NR_015389.1,no
"NM_001243084.1 Homo sapiens hypoxia inducible factor 1 subunit alpha (HIF1A), transcript variant 3, mRNA",HIF1A,3979,NM_001243084.1,no
"NM_001126328.3 Homo sapiens ligand of numb-protein X 1 (LNX1), transcript variant 1, mRNA",LNX1,3978,NM_001126328.3,no
"NR_163849.1 Homo sapiens glutamate metabotropic receptor 8 (GRM8), transcript variant 10, non-coding RNA",GRM8,3977,NR_163849.1,no
"NM_001353095.2 Homo sapiens PCI domain containing 2 (PCID2), transcript variant 15, mRNA",PCID2,3977,NM_001353095.2,no
"NM_001284388.1 Homo sapiens nucleolar and coiled-body phosphoprotein 1 (NOLC1), transcript variant 1, mRNA",NOLC1,3977,NM_001284388.1,no
"NM_005631.5 Homo sapiens smoothened, frizzled class receptor (SMO), mRNA",SMO,3977,NM_005631.5,no
"NM_001349178.2 Homo sapiens xylulokinase (XYLB), transcript variant 1, mRNA",XYLB,3977,NM_001349178.2,no
"NM_138415.5 Homo sapiens PHD finger protein 21B (PHF21B), transcript variant 1, mRNA",PHF21B,3976,NM_138415.5,no
"NM_173812.5 Homo sapiens dpy-19 like 2 (DPY19L2), mRNA",DPY19L2,3976,NM_173812.5,no
"NM_054025.3 Homo sapiens beta-1,3-glucuronyltransferase 1 (B3GAT1), transcript variant 2, mRNA",B3GAT1,3976,NM_054025.3,no
"NM_001375936.1 Homo sapiens GULP PTB domain containing engulfment adaptor 1 (GULP1), transcript variant 15, mRNA",GULP1,3975,NM_001375936.1,no
"NM_024674.6 Homo sapiens lin-28 homolog A (LIN28A), mRNA",LIN28A,3975,NM_024674.6,no
"NM_181303.2 Homo sapiens neuroligin 3 (NLGN3), transcript variant 1, mRNA",NLGN3,3975,NM_181303.2,no
"NR_148011.2 Homo sapiens tubulin tyrosine ligase like 9 (TTLL9), transcript variant 4, non-coding RNA",TTLL9,3974,NR_148011.2,no
"NM_001128223.3 Homo sapiens zinc finger protein 717 (ZNF717), transcript variant 1, mRNA",ZNF717,3974,NM_001128223.3,no
"NR_110867.1 Homo sapiens uncharacterized LOC101928936 (LOC101928936), long non-coding RNA",LOC101928936,3974,NR_110867.1,no
"NM_024662.3 Homo sapiens N-acetyltransferase 10 (NAT10), transcript variant 1, mRNA",NAT10,3973,NM_024662.3,no
"NM_018934.3 Homo sapiens protocadherin beta 14 (PCDHB14), mRNA",PCDHB14,3973,NM_018934.3,no
"NM_001271186.2 Homo sapiens RAP2C, member of RAS oncogene family (RAP2C), transcript variant 1, mRNA",RAP2C,3972,NM_001271186.2,no
"NM_005269.3 Homo sapiens GLI family zinc finger 1 (GLI1), transcript variant 1, mRNA",GLI1,3972,NM_005269.3,no
"NM_018935.4 Homo sapiens protocadherin beta 15 (PCDHB15), mRNA",PCDHB15,3971,NM_018935.4,no
"NM_001270482.2 Homo sapiens proteasome 26S subunit, non-ATPase 11 (PSMD11), transcript variant 1, mRNA",PSMD11,3971,NM_001270482.2,no
"NM_173833.6 Homo sapiens scavenger receptor class A member 5 (SCARA5), mRNA",SCARA5,3971,NM_173833.6,no
"NM_021073.4 Homo sapiens bone morphogenetic protein 5 (BMP5), transcript variant 1, mRNA",BMP5,3970,NM_021073.4,no
"NM_006532.4 Homo sapiens elongation factor for RNA polymerase II (ELL), mRNA",ELL,3970,NM_006532.4,no
"NM_001957.4 Homo sapiens endothelin receptor type A (EDNRA), transcript variant 1, mRNA",EDNRA,3970,NM_001957.4,no
"NR_138082.1 Homo sapiens armadillo repeat containing 4 pseudogene 1 (ARMC4P1), non-coding RNA",ARMC4P1,3970,NR_138082.1,no
"NR_151856.2 Homo sapiens signal recognition particle 72 (SRP72), transcript variant 3, non-coding RNA",SRP72,3969,NR_151856.2,no
"NM_001017970.3 Homo sapiens transmembrane protein 30B (TMEM30B), mRNA",TMEM30B,3969,NM_001017970.3,no
"NM_001351410.2 Homo sapiens lysophosphatidic acid receptor 1 (LPAR1), transcript variant 16, mRNA",LPAR1,3969,NM_001351410.2,no
"NM_030761.5 Homo sapiens Wnt family member 4 (WNT4), mRNA",WNT4,3968,NM_030761.5,no
"NM_001130849.1 Homo sapiens calcium binding protein 39 (CAB39), transcript variant 2, mRNA",CAB39,3968,NM_001130849.1,no
"NM_004804.3 Homo sapiens cytosolic iron-sulfur assembly component 1 (CIAO1), mRNA",CIAO1,3968,NM_004804.3,no
"NM_014858.4 Homo sapiens transmembrane and coiled-coil domain family 2 (TMCC2), transcript variant 1, mRNA",TMCC2,3968,NM_014858.4,no
"NM_001278939.1 Homo sapiens elastin (ELN), transcript variant 13, mRNA",ELN,3967,NM_001278939.1,no
"NM_016242.4 Homo sapiens endomucin (EMCN), transcript variant 1, mRNA",EMCN,3966,NM_016242.4,no
"NM_001166222.2 Homo sapiens carnosine synthase 1 (CARNS1), transcript variant 1, mRNA",CARNS1,3966,NM_001166222.2,no
"NM_024841.4 Homo sapiens proline rich 5 like (PRR5L), transcript variant 2, mRNA",PRR5L,3965,NM_024841.4,no
"NM_021205.6 Homo sapiens ras homolog family member U (RHOU), transcript variant 1, mRNA",RHOU,3965,NM_021205.6,no
"NM_001204083.2 Homo sapiens mitochondrial contact site and cristae organizing system subunit 10 (MICOS10), transcript variant 5, mRNA",MICOS10,3964,NM_001204083.2,no
"NM_005929.6 Homo sapiens melanotransferrin (MELTF), transcript variant 1, mRNA",MELTF,3964,NM_005929.6,no
"NM_173510.4 Homo sapiens coiled-coil domain containing 117 (CCDC117), transcript variant 1, mRNA",CCDC117,3964,NM_173510.4,no
"NM_001271949.1 Homo sapiens tubulin polyglutamylase complex subunit 2 (TPGS2), transcript variant 2, mRNA",TPGS2,3963,NM_001271949.1,no
"NM_000186.4 Homo sapiens complement factor H (CFH), transcript variant 1, mRNA",CFH,3962,NM_000186.4,no
"NR_108100.1 Homo sapiens SPACA6P antisense RNA (SPACA6P-AS), long non-coding RNA",SPACA6P-AS,3962,NR_108100.1,no
"NM_144569.6 Homo sapiens SPOC domain containing 1 (SPOCD1), transcript variant 1, mRNA",SPOCD1,3962,NM_144569.6,no
"NM_006823.4 Homo sapiens cAMP-dependent protein kinase inhibitor alpha (PKIA), transcript variant 1, mRNA",PKIA,3962,NM_006823.4,no
"NM_003756.3 Homo sapiens eukaryotic translation initiation factor 3 subunit H (EIF3H), mRNA",EIF3H,3961,NM_003756.3,no
"NM_001143967.1 Homo sapiens EF-hand calcium binding domain 8 (EFCAB8), mRNA",EFCAB8,3961,NM_001143967.1,no
"NM_015360.5 Homo sapiens Mtr4 exosome RNA helicase (MTREX), mRNA",MTREX,3961,NM_015360.5,no
"NR_027654.2 Homo sapiens SMAD family member 6 (SMAD6), transcript variant 3, non-coding RNA",SMAD6,3960,NR_027654.2,no
"NM_002444.3 Homo sapiens moesin (MSN), mRNA",MSN,3960,NM_002444.3,no
"NM_000635.4 Homo sapiens regulatory factor X2 (RFX2), transcript variant 1, mRNA",RFX2,3959,NM_000635.4,no
"NM_003358.3 Homo sapiens UDP-glucose ceramide glucosyltransferase (UGCG), mRNA",UGCG,3959,NM_003358.3,no
"NM_172037.5 Homo sapiens retinol dehydrogenase 10 (RDH10), mRNA",RDH10,3959,NM_172037.5,no
"NM_015453.3 Homo sapiens THUMP domain containing 3 (THUMPD3), transcript variant 1, mRNA",THUMPD3,3959,NM_015453.3,no
"NM_001377489.1 Homo sapiens zinc finger B-box domain containing (ZBBX), transcript variant 4, mRNA",ZBBX,3959,NM_001377489.1,no
"NM_001134375.2 Homo sapiens cyclin J (CCNJ), transcript variant 1, mRNA",CCNJ,3959,NM_001134375.2,no
"NR_148531.3 Homo sapiens coiled-coil domain containing 191 (CCDC191), transcript variant 2, non-coding RNA",CCDC191,3958,NR_148531.3,no
"NR_130706.2 Homo sapiens fms related receptor tyrosine kinase 3 (FLT3), transcript variant 2, non-coding RNA",FLT3,3958,NR_130706.2,no
"NR_135047.1 Homo sapiens CLEC12A antisense RNA 1 (CLEC12A-AS1), long non-coding RNA",CLEC12A-AS1,3957,NR_135047.1,no
"NM_018995.3 Homo sapiens Mov10 like RISC complex RNA helicase 1 (MOV10L1), transcript variant 1, mRNA",MOV10L1,3957,NM_018995.3,no
"NM_001276471.1 Homo sapiens coronin 1C (CORO1C), transcript variant 3, mRNA",CORO1C,3957,NM_001276471.1,no
"NM_152347.5 Homo sapiens EF-hand calcium binding domain 13 (EFCAB13), transcript variant A, mRNA",EFCAB13,3957,NM_152347.5,no
"NR_037168.2 Homo sapiens uncharacterized LOC100287846 (LOC100287846), long non-coding RNA",LOC100287846,3956,NR_037168.2,no
"NM_001005375.2 Homo sapiens deleted in azoospermia 4 (DAZ4), transcript variant 1, mRNA",DAZ4,3955,NM_001005375.2,no
"NR_026837.1 Homo sapiens TRHDE antisense RNA 1 (TRHDE-AS1), transcript variant 1, long non-coding RNA",TRHDE-AS1,3955,NR_026837.1,no
"NM_080820.6 Homo sapiens D-aminoacyl-tRNA deacylase 1 (DTD1), transcript variant 2, mRNA",DTD1,3953,NM_080820.6,no
"NM_018196.4 Homo sapiens trimethyllysine hydroxylase, epsilon (TMLHE), transcript variant 1, mRNA",TMLHE,3952,NM_018196.4,no
"NR_125367.1 Homo sapiens myosin heavy chain gene cluster antisense RNA (MYHAS), long non-coding RNA",MYHAS,3952,NR_125367.1,no
"NM_001010906.2 Homo sapiens nuclear GTPase, germinal center associated (NUGGC), mRNA",NUGGC,3952,NM_001010906.2,no
"NR_024348.1 Homo sapiens FBXL19 antisense RNA 1 (FBXL19-AS1), long non-coding RNA",FBXL19-AS1,3951,NR_024348.1,no
"NM_020366.3 Homo sapiens RPGR interacting protein 1 (RPGRIP1), transcript variant 1, mRNA",RPGRIP1,3950,NM_020366.3,no
"NM_001353230.2 Homo sapiens folliculin (FLCN), transcript variant 4, mRNA",FLCN,3950,NM_001353230.2,no
"NM_001134479.2 Homo sapiens leucine rich repeat containing 8 VRAC subunit D (LRRC8D), transcript variant 1, mRNA",LRRC8D,3950,NM_001134479.2,no
"NM_001369503.1 Homo sapiens TBC1 domain family member 3L (TBC1D3L), transcript variant 5, mRNA",TBC1D3L,3950,NM_001369503.1,no
"NM_021960.5 Homo sapiens MCL1 apoptosis regulator, BCL2 family member (MCL1), transcript variant 1, mRNA",MCL1,3950,NM_021960.5,no
"NM_031433.4 Homo sapiens membrane frizzled-related protein (MFRP), mRNA",MFRP,3949,NM_031433.4,no
"NM_015645.5 Homo sapiens C1q and TNF related 5 (C1QTNF5), transcript variant 1, mRNA",C1QTNF5,3949,NM_015645.5,yes
"NM_058238.3 Homo sapiens Wnt family member 7B (WNT7B), mRNA",WNT7B,3948,NM_058238.3,no
"NR_158174.1 Homo sapiens DCTN1 antisense RNA 1 (DCTN1-AS1), transcript variant 4, long non-coding RNA",DCTN1-AS1,3948,NR_158174.1,no
"NR_157593.1 Homo sapiens uncharacterized LOC102725021 (LOC102725021), transcript variant 1, long non-coding RNA",LOC102725021,3948,NR_157593.1,no
"NM_003885.3 Homo sapiens cyclin dependent kinase 5 regulatory subunit 1 (CDK5R1), mRNA",CDK5R1,3948,NM_003885.3,no
"NR_163986.1 Homo sapiens G-patch domain containing 11 (GPATCH11), transcript variant 10, non-coding RNA",GPATCH11,3948,NR_163986.1,no
"NM_015141.4 Homo sapiens glycerol-3-phosphate dehydrogenase 1 like (GPD1L), mRNA",GPD1L,3947,NM_015141.4,no
"NM_178582.3 Homo sapiens histocompatibility minor 13 (HM13), transcript variant 4, mRNA",HM13,3947,NM_178582.3,no
"NM_001354023.2 Homo sapiens ankyrin repeat and MYND domain containing 1 (ANKMY1), transcript variant 10, mRNA",ANKMY1,3947,NM_001354023.2,no
"NM_001317027.2 Homo sapiens zinc finger protein 418 (ZNF418), transcript variant 1, mRNA",ZNF418,3946,NM_001317027.2,no
"NM_001184874.2 Homo sapiens G protein-coupled receptor associated sorting protein 2 (GPRASP2), transcript variant 3, mRNA",GPRASP2,3946,NM_001184874.2,no
"NM_178450.5 Homo sapiens membrane associated ring-CH-type finger 3 (MARCHF3), mRNA",MARCHF3,3946,NM_178450.5,no
"NM_014555.3 Homo sapiens transient receptor potential cation channel subfamily M member 5 (TRPM5), mRNA",TRPM5,3946,NM_014555.3,no
"NM_004431.5 Homo sapiens EPH receptor A2 (EPHA2), transcript variant 1, mRNA",EPHA2,3946,NM_004431.5,no
"NM_024830.5 Homo sapiens lysophosphatidylcholine acyltransferase 1 (LPCAT1), mRNA",LPCAT1,3945,NM_024830.5,no
"NM_000353.3 Homo sapiens tyrosine aminotransferase (TAT), mRNA",TAT,3945,NM_000353.3,no
"NM_001005386.2 Homo sapiens actin related protein 2 (ACTR2), transcript variant 1, mRNA",ACTR2,3944,NM_001005386.2,no
"NM_013982.3 Homo sapiens neuregulin 2 (NRG2), transcript variant 3, mRNA",NRG2,3943,NM_013982.3,no
"NR_135077.1 Homo sapiens chondroitin sulfate N-acetylgalactosaminyltransferase 2 (CSGALNACT2), transcript variant 4, non-coding RNA",CSGALNACT2,3943,NR_135077.1,no
"NM_001292025.1 Homo sapiens CUE domain containing 1 (CUEDC1), transcript variant 2, mRNA",CUEDC1,3943,NM_001292025.1,no
"NM_001164835.2 Homo sapiens LINE1 type transposase domain containing 1 (L1TD1), transcript variant 1, mRNA",L1TD1,3942,NM_001164835.2,no
"NM_022833.4 Homo sapiens niban apoptosis regulator 2 (NIBAN2), transcript variant 1, mRNA",NIBAN2,3942,NM_022833.4,no
"NM_001044.5 Homo sapiens solute carrier family 6 member 3 (SLC6A3), mRNA",SLC6A3,3942,NM_001044.5,no
"NR_026655.1 Homo sapiens uncharacterized LOC440101 (FLJ12825), long non-coding RNA",FLJ12825,3942,NR_026655.1,no
"NM_001363517.2 Homo sapiens zinc finger protein 746 (ZNF746), transcript variant 3, mRNA",ZNF746,3941,NM_001363517.2,no
"NM_152556.3 Homo sapiens base methyltransferase of 25S rRNA 2 homolog (BMT2), mRNA",BMT2,3940,NM_152556.3,no
"NM_018202.6 Homo sapiens macoilin 1 (MACO1), transcript variant 1, mRNA",MACO1,3940,NM_018202.6,no
"NM_012137.4 Homo sapiens dimethylarginine dimethylaminohydrolase 1 (DDAH1), transcript variant 1, mRNA",DDAH1,3939,NM_012137.4,no
"NR_126390.1 Homo sapiens long intergenic non-protein coding RNA 1039 (LINC01039), long non-coding RNA",LINC01039,3939,NR_126390.1,no
"NM_001278236.1 Homo sapiens protein tyrosine phosphatase non-receptor type 5 (PTPN5), transcript variant 4, mRNA",PTPN5,3939,NM_001278236.1,no
"NR_135237.1 Homo sapiens uncharacterized LOC730100 (LOC730100), long non-coding RNA",LOC730100,3939,NR_135237.1,no
"NM_014657.3 Homo sapiens TELO2 interacting protein 1 (TTI1), transcript variant 1, mRNA",TTI1,3939,NM_014657.3,no
"NM_016651.6 Homo sapiens dishevelled binding antagonist of beta catenin 1 (DACT1), transcript variant 1, mRNA",DACT1,3939,NM_016651.6,no
"NM_198505.4 Homo sapiens ATPase 13A5 (ATP13A5), mRNA",ATP13A5,3938,NM_198505.4,no
"NM_019592.7 Homo sapiens ring finger protein 20 (RNF20), mRNA",RNF20,3938,NM_019592.7,no
"NM_022778.5 Homo sapiens centrosomal protein 85 (CEP85), transcript variant 1, mRNA",CEP85,3937,NM_022778.5,no
"NM_001319041.2 Homo sapiens fatty acid binding protein 7 (FABP7), transcript variant 3, mRNA",FABP7,3936,NM_001319041.2,no
"NM_001204813.1 Homo sapiens 5'-nucleotidase ecto (NT5E), transcript variant 2, mRNA",NT5E,3936,NM_001204813.1,no
"NM_020783.4 Homo sapiens synaptotagmin 4 (SYT4), mRNA",SYT4,3936,NM_020783.4,no
"NM_003705.5 Homo sapiens solute carrier family 25 member 12 (SLC25A12), transcript variant 1, mRNA",SLC25A12,3936,NM_003705.5,no
"NM_004079.5 Homo sapiens cathepsin S (CTSS), transcript variant 1, mRNA",CTSS,3936,NM_004079.5,no
