ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
AB933757.1,Norovirus Hu/GII.4/Saga4/2009/JP,RNA,linear,"Norovirus Hu/GII.4/Saga4/2009/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933758.1,Norovirus Hu/GII.4/Chiba6/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Chiba6/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933759.1,Norovirus Hu/GII.4/Nagano26/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano26/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933760.1,Norovirus Hu/GII.4/Hiroshima5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshima5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933761.1,Norovirus Hu/GII.4/Osaka4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka4/2011/JP genomic RNA, complete genome",ssRNA(+),7512,yes
AB933762.1,Norovirus Hu/GII.4/Hokkaido4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933763.1,Norovirus Hu/GII.4/Osaka2/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka2/2011/JP genomic RNA, complete genome",ssRNA(+),7512,yes
AB933764.1,Norovirus Hu/GII.4/Osaka1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Osaka1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933765.1,Norovirus Hu/GII.4/Aichi5/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi5/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933766.1,Norovirus Hu/GII.4/Aichi4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Aichi4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933767.1,Norovirus Hu/GII.4/Hokkaido3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hokkaido3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933768.1,Norovirus Hu/GII.4/Nagano7/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano7/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933769.1,Norovirus Hu/GII.4/Nagano4/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Nagano4/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933770.1,Norovirus Hu/GII.4/Niigata3/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Niigata3/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB933771.1,Norovirus Hu/GII.4/Hiroshimacity1/2011/JP,RNA,linear,"Norovirus Hu/GII.4/Hiroshimacity1/2011/JP genomic RNA, complete genome",ssRNA(+),7509,yes
AB948222.1,Wheat yellow mosaic virus,RNA,linear,"Wheat yellow mosaic virus Nagano-B genomic RNA, complete genome, segment: 1",ssRNA(+),7635,no
KC894731.1,Norovirus Hu/GIV.1/CCDC GR1113-59/CHN/2011,RNA,linear,"Norovirus Hu/GIV.1/CCDC GR1113-59/CHN/2011, complete genome",ssRNA(+),7525,no
KF573582.1,Duck flavivirus KPS54A61/THA,ss-RNA,linear,"Duck flavivirus KPS54A61/THA, complete genome",ssRNA(+),10990,yes
KJ196298.1,Norovirus GI/Hu/JP/2007/GI.P8_GI.8/Nagoya/KY531,RNA,linear,"Norovirus GI/Hu/JP/2007/GI.P8_GI.8/Nagoya/KY531, complete genome",ssRNA(+),7745,no
LN610099.1,Guinea fowl coronavirus GfCoV/FR/2011,RNA,linear,Guinea fowl coronavirus GfCoV/FR/2011 complete genome,ssRNA(+),27471,yes
KP886808.1,Bat SARS-like coronavirus YNLF_31C,RNA,linear,"Bat SARS-like coronavirus YNLF_31C, complete genome",ssRNA(+),29723,no
KP886809.1,Bat SARS-like coronavirus YNLF_34C,RNA,linear,"Bat SARS-like coronavirus YNLF_34C, complete genome",ssRNA(+),29723,yes
KM258128.1,Norovirus 12-BA-1/2012/GII.Pe/GII.4/Sydney,RNA,linear,"Norovirus 12-BA-1/2012/GII.Pe/GII.4/Sydney, complete genome",ssRNA(+),7560,yes
KM258129.1,Norovirus 12-CG-2-4/2012/GII.Pe/GII.4/Sydney,RNA,linear,"Norovirus 12-CG-2-4/2012/GII.Pe/GII.4/Sydney, complete genome",ssRNA(+),7560,yes
KM258130.1,Norovirus 12-AY-1/2012/GII.4/NewOrleans/2009,RNA,linear,"Norovirus 12-AY-1/2012/GII.4/NewOrleans/2009, complete genome",ssRNA(+),7559,yes
KM270559.1,Himetobi P virus,RNA,linear,"Himetobi P virus, complete genome",ssRNA(+),9293,no
KP298674.1,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,RNA,linear,"Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",ssRNA(+),7429,yes
KJ769231.1,Swine deltacoronavirus OhioCVM1/2014,RNA,linear,"Swine deltacoronavirus OhioCVM1/2014, complete genome",ssRNA(+),25433,yes
HE608963.1,Potato virus Y Wilga MV99,RNA,linear,"Potato virus Y Wilga MV99, complete genome",ssRNA(+),9699,yes
HE608964.1,Potato virus Y Wilga MV175,RNA,linear,"Potato virus Y Wilga MV175, complete genome",ssRNA(+),9699,yes
KJ955492.1,Norovirus JB031230054/Luohu/OB/12/2012/SZ/CHN,RNA,linear,"Norovirus JB031230054/Luohu/OB/12/2012/SZ/CHN, complete genome",ssRNA(+),7564,yes
KJ955493.1,Norovirus JB031230049/Nanshan/OB/12/2012/SZ/CHN,RNA,linear,"Norovirus JB031230049/Nanshan/OB/12/2012/SZ/CHN, complete genome",ssRNA(+),7564,yes
JQ717254.1,Hepatitis C virus subtype 3a,RNA,linear,"Hepatitis C virus subtype 3a isolate RASILBS3, complete genome",ssRNA(+),9425,no
KM454473.1,Duck coronavirus,RNA,linear,"Duck coronavirus isolate DK/GD/27/2014, complete genome",ssRNA(+),27754,no
LN854564.1,Norovirus GI/Hu/NL/2012/GI.6/Groningen,RNA,linear,"Norovirus GI/Hu/NL/2012/GI.6/Groningen, complete genome",ssRNA(+),7691,no
LN854565.1,Norovirus GII/Hu/NL/2012/GII.4/Groningen,RNA,linear,"Norovirus GII/Hu/NL/2012/GII.4/Groningen, complete genome",ssRNA(+),7511,no
LN854566.1,Norovirus GII/Hu/NL/2014/GII.4/Groningen01,RNA,linear,"Norovirus GII/Hu/NL/2014/GII.4/Groningen01, complete genome",ssRNA(+),7559,yes
LN854567.1,Norovirus GII/Hu/NL/2014/GII.4/Groningen02,RNA,linear,"Norovirus GII/Hu/NL/2014/GII.4/Groningen02, complete genome",ssRNA(+),7559,yes
LN854568.1,Norovirus GII/Hu/NL/2014/GII.6/Groningen,RNA,linear,"Norovirus GII/Hu/NL/2014/GII.6/Groningen, complete genome",ssRNA(+),7550,yes
LN854569.1,Norovirus GII/Hu/NL/2014/GII.21/Groningen,RNA,linear,"Norovirus GII/Hu/NL/2014/GII.21/Groningen, complete genome",ssRNA(+),7579,no
LN854570.1,Norovirus GII/Hu/NL/2014/GII.2/Groningen,RNA,linear,"Norovirus GII/Hu/NL/2014/GII.2/Groningen, complete genome",ssRNA(+),7516,no
LN854571.1,Norovirus GII/Hu/NL/2012/GII.4/Nijmegen01,RNA,linear,"Norovirus GII/Hu/NL/2012/GII.4/Nijmegen01, complete genome",ssRNA(+),7559,yes
LN854572.1,Norovirus GII/Hu/NL/2012/GII.4/Nijmegen02,RNA,linear,"Norovirus GII/Hu/NL/2012/GII.4/Nijmegen02, complete genome",ssRNA(+),7513,yes
KM102449.1,Murine norovirus GV/WU20/2005/USA,RNA,linear,"Murine norovirus GV/WU20/2005/USA, complete genome",ssRNA(+),7383,yes
KM102450.1,Murine norovirus 1,RNA,linear,"Murine norovirus 1 strain SC/2014/USA, complete genome",ssRNA(+),7382,yes
KF906260.1,Cotton atypical red leaf virus,RNA,linear,"Cotton atypical red leaf virus isolate IAC25RMD, complete genome",ssRNA(+),5865,yes
KP699763.1,Semliki Forest virus 4,RNA,linear,"Semliki Forest virus 4, complete genome",ssRNA(+),11445,yes
KP887098.1,Murine coronavirus,RNA,linear,"UNVERIFIED: Murine coronavirus strain AM2, complete genome",ssRNA(+),31409,no
KP974706.1,Cricket paralysis virus,RNA,linear,"Cricket paralysis virus isolate CrPV-2, complete genome",ssRNA(+),9381,no
KP144318.1,Porcine kobuvirus JS-01-CHN/2013/China,RNA,linear,"Porcine kobuvirus JS-01-CHN/2013/China, complete genome",ssRNA(+),8214,no
KP259281.1,Human pegivirus genotype 2,RNA,linear,"Human pegivirus genotype 2 isolate H40048, complete genome",ssRNA(+),9354,no
HF585099.1,Plum pox virus strain Marcus,RNA,linear,"Plum pox virus strain Marcus complete genome, isolate SK-111pl",ssRNA(+),9784,no
KF917537.1,Israel turkey meningoencephalomyelitis virus,RNA,linear,"Israel turkey meningoencephalomyelitis virus strain ME 30502, complete genome",ssRNA(+),10284,yes
KF917538.1,Naranjal virus,RNA,linear,"Naranjal virus strain 25008, complete genome",ssRNA(+),10290,no
KF917539.1,Ntaya virus,RNA,linear,"Ntaya virus strain Original, complete genome",ssRNA(+),10284,no
KF917540.1,Stratford virus,RNA,linear,"Stratford virus strain C338, complete genome",ssRNA(+),10245,no
KP296858.1,Simian pegivirus,ss-RNA,linear,"Simian pegivirus isolate VGA00020, complete genome",ssRNA(+),9146,no
KM272334.1,Norovirus Hu/GII.4/gg-12-08-04/2012/KR,RNA,linear,"Norovirus Hu/GII.4/gg-12-08-04/2012/KR, complete genome",ssRNA(+),7558,yes
KM820765.1,Porcine deltacoronavirus KNU14-04,RNA,linear,"Porcine deltacoronavirus KNU14-04, complete genome",ssRNA(+),25422,yes
KM822593.1,Yak astrovirus,RNA,linear,"Yak astrovirus isolate S8, complete genome",ssRNA(+),6243,no
KJ685403.1,Norovirus Hu/GII/BG1C0204/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0204/2011/BGD, complete genome",ssRNA(+),7509,yes
KJ685405.1,Norovirus Hu/GII/BG1C0282/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0282/2011/BGD, complete genome",ssRNA(+),7509,yes
KJ685408.1,Norovirus Hu/GII/BG1C0066/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0066/2011/BGD, complete genome",ssRNA(+),7509,yes
KJ685412.1,Norovirus Hu/GII/BG1C0405/2012/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0405/2012/BGD, complete genome",ssRNA(+),7509,yes
KJ685413.1,Norovirus Hu/GII/BG1C0317/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0317/2011/BGD, complete genome",ssRNA(+),7509,yes
KJ685414.1,Norovirus Hu/GII/BG1C0004/2010/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0004/2010/BGD, complete genome",ssRNA(+),7509,yes
KJ685415.1,Norovirus Hu/GII/BG1C0241-33/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0241-33/2011/BGD, complete genome",ssRNA(+),7509,yes
KJ685417.1,Norovirus Hu/GII/BG1C0270/2011/BGD,ss-RNA,linear,"Norovirus Hu/GII/BG1C0270/2011/BGD, complete genome",ssRNA(+),7509,yes
KM408491.1,Pestivirus Burdur/05-TR,RNA,linear,"Pestivirus Burdur/05-TR, complete genome",ssRNA(+),12281,yes
LM645057.1,Porcine epidemic diarrhea virus L00721/GER/2014,RNA,linear,"Porcine epidemic diarrhea virus L00721/GER/2014, complete genome",ssRNA(+),28028,no
AB935553.1,Chinese wheat mosaic virus,RNA,linear,"Chinese wheat mosaic virus genomic RNA, complete genome, isolate: Nagano-A, segment: 1",ssRNA(+),7147,no
KC869678.4,Coronavirus Neoromicia/PML-PHE1/RSA/2011,RNA,linear,"Coronavirus Neoromicia/PML-PHE1/RSA/2011, complete genome",ssRNA(+),30111,no
KM225264.1,Bainyik virus,RNA,linear,"Bainyik virus strain MK7979, complete genome",ssRNA(+),10648,no
KM225265.1,Torres virus,RNA,linear,"Torres virus strain TS5273, complete genome",ssRNA(+),10735,no
KF874627.1,Enterovirus B75,RNA,linear,"Enterovirus B75 isolate 102/SD/CHN/97, complete genome",ssRNA(+),7426,no
HQ012372.1,Feline coronavirus UU34,ss-RNA,linear,"Feline coronavirus UU34, complete genome",ssRNA(+),29216,yes
HQ392469.1,Feline coronavirus UU40,ss-RNA,linear,"Feline coronavirus UU40, complete genome",ssRNA(+),29233,yes
HQ890526.1,SARS coronavirus MA15 ExoN1,ss-RNA,linear,"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome",ssRNA(+),29646,yes
HQ890541.1,SARS coronavirus MA15,ss-RNA,linear,"SARS coronavirus MA15 isolate d2ym1, complete genome",ssRNA(+),29646,yes
JF292921.1,SARS coronavirus wtic-MB,ss-RNA,linear,"SARS coronavirus wtic-MB isolate c1P1, complete genome",ssRNA(+),29646,yes
JF292922.1,SARS coronavirus ExoN1,ss-RNA,linear,"SARS coronavirus ExoN1 isolate c5P1, complete genome",ssRNA(+),29647,yes
JN183882.1,Feline coronavirus UU47,ss-RNA,linear,"Feline coronavirus UU47, complete genome",ssRNA(+),29243,yes
JN183883.1,Feline coronavirus UU54,ss-RNA,linear,"Feline coronavirus UU54, complete genome",ssRNA(+),29222,yes
KF204570.1,Sapovirus pig/Gansu/CH430/2012/CHN,RNA,linear,"Sapovirus pig/Gansu/CH430/2012/CHN, complete genome",ssRNA(+),7371,no
KJ934637.1,Kobuvirus SZAL6-KoV/2011/HUN,RNA,linear,"Kobuvirus SZAL6-KoV/2011/HUN, complete genome",ssRNA(+),8251,no
KJ755189.1,Enterovirus B81,RNA,linear,"Enterovirus B81 isolate 99279/XZ/CHN/1999, complete genome",ssRNA(+),7417,no
EU155213.2,Hepatitis C virus subtype 1a,ss-RNA,linear,"Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V101/2004, complete genome",ssRNA(+),9392,yes
KJ196276.1,Norovirus GII/Hu/JP/2002/GII.P12_GII.13/Saitama/T80,RNA,linear,"Norovirus GII/Hu/JP/2002/GII.P12_GII.13/Saitama/T80, complete genome",ssRNA(+),7491,no
KJ196277.1,Norovirus GII/Hu/JP/2001/GII.P22_GII.5/Saitama/T49,RNA,linear,"Norovirus GII/Hu/JP/2001/GII.P22_GII.5/Saitama/T49, complete genome",ssRNA(+),7554,no
KJ196278.1,Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Sendai/YG99,RNA,linear,"Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Sendai/YG99, complete genome",ssRNA(+),7529,no
KJ196279.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/3,RNA,linear,"Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/3, complete genome",ssRNA(+),7559,yes
KJ196280.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/2,RNA,linear,"Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/2, complete genome",ssRNA(+),7559,yes
KJ196281.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/5,RNA,linear,"Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/5, complete genome",ssRNA(+),7559,yes
KJ196282.1,Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T15,RNA,linear,"Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T15, complete genome",ssRNA(+),7517,no
KJ196284.1,Norovirus GII/Hu/JP/2007/GII.P21_GII.21/Kawasaki/YO284,RNA,linear,"Norovirus GII/Hu/JP/2007/GII.P21_GII.21/Kawasaki/YO284, complete genome",ssRNA(+),7491,yes
KJ196286.1,Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87,RNA,linear,"Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87, complete genome",ssRNA(+),7535,no
KJ196287.1,Norovirus GII/Hu/JP/2010/GII.P4_GII.4/Shimada/ASC96,RNA,linear,"Norovirus GII/Hu/JP/2010/GII.P4_GII.4/Shimada/ASC96, complete genome",ssRNA(+),7568,yes
KJ196288.1,Norovirus GII/Hu/JP/2002/GII.P5_GII.5/Saitama/T52,RNA,linear,"Norovirus GII/Hu/JP/2002/GII.P5_GII.5/Saitama/T52, complete genome",ssRNA(+),7512,no
KJ196293.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/1,RNA,linear,"Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/1, complete genome",ssRNA(+),7559,yes
KJ196294.1,Norovirus GII/Hu/JP/2000/GII.P12_GII.12/Saitama/KU16,RNA,linear,"Norovirus GII/Hu/JP/2000/GII.P12_GII.12/Saitama/KU16, complete genome",ssRNA(+),7521,no
KJ196295.1,Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi,RNA,linear,"Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome",ssRNA(+),7543,no
KJ196297.1,Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Fukuoka/KK282,RNA,linear,"Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Fukuoka/KK282, complete genome",ssRNA(+),7529,no
KJ196299.1,Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T18,RNA,linear,"Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T18, complete genome",ssRNA(+),7517,yes
KJ601777.1,Deltacoronavirus PDCoV/USA/Illinois133/2014,RNA,linear,"Deltacoronavirus PDCoV/USA/Illinois133/2014 from USA, complete genome",ssRNA(+),25408,yes
KJ601778.1,Deltacoronavirus PDCoV/USA/Illinois134/2014,RNA,linear,"Deltacoronavirus PDCoV/USA/Illinois134/2014 from USA, complete genome",ssRNA(+),25404,yes
KJ601779.1,Deltacoronavirus PDCoV/USA/Illinois136/2014,RNA,linear,"Deltacoronavirus PDCoV/USA/Illinois136/2014 from USA, complete genome",ssRNA(+),25404,yes
KJ601780.1,Deltacoronavirus PDCoV/USA/Ohio137/2014,RNA,linear,"Deltacoronavirus PDCoV/USA/Ohio137/2014 from USA, complete genome",ssRNA(+),25404,yes
HQ663846.1,Bovine enterovirus type 2,RNA,linear,"Bovine enterovirus type 2 strain BJ001, complete genome",ssRNA(+),7430,no
KJ649705.1,Norovirus GII/Hu/HKG/2013/GII.4/CUHK-NS-141,RNA,linear,"Norovirus GII/Hu/HKG/2013/GII.4/CUHK-NS-141, complete genome",ssRNA(+),7564,yes
LK021688.1,Enterovirus A120,RNA,linear,"Enterovirus A120 complete genome, strain MAD-2741-11",ssRNA(+),7407,no
KJ614529.1,Human betacoronavirus 2c Jordan-N3/2012,RNA,linear,"Human betacoronavirus 2c Jordan-N3/2012 isolate MG167, complete genome",ssRNA(+),30094,yes
KJ481931.1,Deltacoronavirus PDCoV/USA/Illinois121/2014,RNA,linear,"Deltacoronavirus PDCoV/USA/Illinois121/2014 from USA, complete genome",ssRNA(+),25406,yes
JX678288.1,Human enterovirus C118,RNA,linear,"Human enterovirus C118 isolate CQ5185, complete genome",ssRNA(+),7374,no
KF569996.1,Rhinolophus affinis coronavirus,RNA,linear,"Rhinolophus affinis coronavirus isolate LYRa11, complete genome",ssRNA(+),29805,no
KF985175.1,Porcine enterovirus G1,RNA,linear,"Porcine enterovirus G1 isolate 13-03212, complete genome",ssRNA(+),7390,no
KJ541743.1,Norovirus Hu/GII.4/SGU-110421/KOR/2011,RNA,linear,"Norovirus Hu/GII.4/SGU-110421/KOR/2011, complete genome",ssRNA(+),7559,yes
KF374704.1,Feline astrovirus Viseu,RNA,linear,"Feline astrovirus Viseu, complete genome",ssRNA(+),6780,yes
JX989073.1,Norovirus Hu/GII.4/GZ2010-L26/Guangzhou/CHN/2010,RNA,linear,"Norovirus Hu/GII.4/GZ2010-L26/Guangzhou/CHN/2010, complete genome",ssRNA(+),7557,yes
JX989074.1,Norovirus Hu/GII.4/GZ2010-L87/Guangzhou/CHN/2011,RNA,linear,"Norovirus Hu/GII.4/GZ2010-L87/Guangzhou/CHN/2011, complete genome",ssRNA(+),7559,yes
JX989075.1,Norovirus Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011,RNA,linear,"Norovirus Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011, complete genome",ssRNA(+),7550,no
JQ911763.1,Canine kobuvirus CH-1,ss-RNA,linear,"Canine kobuvirus CH-1, complete genome",ssRNA(+),8216,yes
JQ613552.2,Norovirus Hu/GII.4/NSW123B/2010/AU,RNA,linear,"Norovirus Hu/GII.4/NSW123B/2010/AU, complete genome",ssRNA(+),7559,yes
JQ613568.1,Norovirus Hu/GII.g-GII.12/Wahroonga/NSW004P/2009/AU,RNA,linear,"Norovirus Hu/GII.g-GII.12/Wahroonga/NSW004P/2009/AU, complete genome",ssRNA(+),7523,no
JQ613569.1,Norovirus Hu/GII.g-GII.12/Gunnedah/NSW895P/2010/AU,RNA,linear,"Norovirus Hu/GII.g-GII.12/Gunnedah/NSW895P/2010/AU, complete genome",ssRNA(+),7523,yes
KF306212.1,Norovirus Hu/GI.2/Jingzhou/2013401/CHN,RNA,linear,"Norovirus Hu/GI.2/Jingzhou/2013401/CHN, complete genome",ssRNA(+),7740,no
KF306213.1,Norovirus Hu/GII.3/Jingzhou/2013402/CHN,RNA,linear,"Norovirus Hu/GII.3/Jingzhou/2013402/CHN, complete genome",ssRNA(+),7578,yes
KF306214.1,Norovirus Hu/GII.4/Jingzhou/2013403/CHN,RNA,linear,"Norovirus Hu/GII.4/Jingzhou/2013403/CHN, complete genome",ssRNA(+),7605,no
KJ567050.1,Porcine deltacoronavirus 8734/USA-IA/2014,RNA,linear,"Porcine deltacoronavirus 8734/USA-IA/2014, complete genome",ssRNA(+),25422,yes
AB447456.2,Norovirus Hu/GII-4/Saga1/2006/JP,RNA,linear,"Norovirus Hu/GII-4/Saga1/2006/JP genomic RNA, complete genome",ssRNA(+),7559,yes
KF312882.1,Enterovirus B111,RNA,linear,"Enterovirus B111 strain Q0011/XZ/CHN/2000, complete genome",ssRNA(+),7428,no
KF676351.1,Hepatitis C virus subtype 2a,RNA,linear,"Hepatitis C virus subtype 2a isolate PR63, complete genome",ssRNA(+),9607,yes
KF793824.1,Bottlenose dolphin coronavirus HKU22,RNA,linear,"Bottlenose dolphin coronavirus HKU22 isolate CF090325, complete genome",ssRNA(+),31769,no
KF981618.1,Kyzylagach virus,RNA,linear,"Kyzylagach virus strain LEIV-65A, complete genome",ssRNA(+),11592,no
AY974192.2,Sapovirus Po/OH-JJ681/2000/US,RNA,linear,"Sapovirus Po/OH-JJ681/2000/US, complete genome",ssRNA(+),7198,no
HG917909.1,Cucumber mosaic virus,RNA,linear,"Cucumber mosaic virus, segment RNA1, isolate Palampur, complete genome",ssRNA(+),3389,no
JX846927.1,Norovirus Hu/GII.6/CHDC4073/1984/USA,ss-RNA,linear,"Norovirus Hu/GII.6/CHDC4073/1984/USA, complete genome",ssRNA(+),7534,yes
KF680264.1,Theiler's encephalomyelitis virus,RNA,linear,"Mutant Theiler's encephalomyelitis virus isolate Da3d-e, complete genome",ssRNA(+),8094,yes
JN400618.2,Norovirus Hu/GII-4/CGMH20/2009/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH20/2009/TW, complete genome",ssRNA(+),7479,no
JN400619.2,Norovirus Hu/GII-4/CGMH21/2010/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH21/2010/TW, complete genome",ssRNA(+),7509,yes
JN400599.1,Norovirus Hu/GII-4/CGMH01/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH01/2006/TW, complete genome",ssRNA(+),7509,yes
JN400600.1,Norovirus Hu/GII-4/CGMH02/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH02/2006/TW, complete genome",ssRNA(+),7509,yes
JN400601.1,Norovirus Hu/GII-4/CGMH03/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH03/2006/TW, complete genome",ssRNA(+),7509,yes
JN400602.1,Norovirus Hu/GII-4/CGMH04/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH04/2006/TW, complete genome",ssRNA(+),7509,yes
JN400603.1,Norovirus Hu/GII-4/CGMH05/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH05/2006/TW, complete genome",ssRNA(+),7509,yes
JN400604.1,Norovirus Hu/GII-4/CGMH06/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH06/2006/TW, complete genome",ssRNA(+),7509,yes
JN400605.1,Norovirus Hu/GII-4/CGMH07/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH07/2006/TW, complete genome",ssRNA(+),7509,yes
JN400606.1,Norovirus Hu/GII-4/CGMH08/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH08/2006/TW, complete genome",ssRNA(+),7509,yes
JN400607.1,Norovirus Hu/GII-4/CGMH09/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH09/2006/TW, complete genome",ssRNA(+),7509,yes
JN400608.1,Norovirus Hu/GII-4/CGMH10/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH10/2006/TW, complete genome",ssRNA(+),7509,yes
JN400609.1,Norovirus Hu/GII-4/CGMH11/2006/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH11/2006/TW, complete genome",ssRNA(+),7509,yes
JN400610.1,Norovirus Hu/GII-4/CGMH12/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH12/2007/TW, complete genome",ssRNA(+),7509,yes
JN400611.1,Norovirus Hu/GII-4/CGMH13/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH13/2007/TW, complete genome",ssRNA(+),7509,yes
JN400612.1,Norovirus Hu/GII-4/CGMH14/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH14/2007/TW, complete genome",ssRNA(+),7509,yes
JN400613.1,Norovirus Hu/GII-4/CGMH15/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH15/2007/TW, complete genome",ssRNA(+),7509,yes
JN400614.1,Norovirus Hu/GII-4/CGMH16/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH16/2007/TW, complete genome",ssRNA(+),7509,yes
JN400615.1,Norovirus Hu/GII-4/CGMH17/2007/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH17/2007/TW, complete genome",ssRNA(+),7509,yes
JN400616.1,Norovirus Hu/GII-4/CGMH18/2008/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH18/2008/TW, complete genome",ssRNA(+),7509,yes
JN400617.1,Norovirus Hu/GII-4/CGMH19/2009/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH19/2009/TW, complete genome",ssRNA(+),7509,yes
JN400620.1,Norovirus Hu/GII-4/CGMH22/2010/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH22/2010/TW, complete genome",ssRNA(+),7509,yes
JN400621.1,Norovirus Hu/GII-4/CGMH23/2010/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH23/2010/TW, complete genome",ssRNA(+),7509,yes
JN400622.1,Norovirus Hu/GII-4/CGMH24/2010/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH24/2010/TW, complete genome",ssRNA(+),7509,yes
JN400623.1,Norovirus Hu/GII-4/CGMH25/2010/TW,RNA,linear,"Norovirus Hu/GII-4/CGMH25/2010/TW, complete genome",ssRNA(+),7509,yes
