Supplementary Table 3: Information of Sequences Used to Test the Model's Ability to Generalize,,,,,,,,
,ID,Organism Name,MolTyp,Topology,Description,Genome Type,Length,Family
7446,NM_001356397.1,,,,"NM_001356397.1 Mus musculus neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 (Nyap2), transcript variant 1, mRNA",,,
7447,NM_001356402.1,,,,"NM_001356402.1 Mus musculus 5'-3' exoribonuclease 2 (Xrn2), transcript variant 2, mRNA",,,
7448,NM_001356406.1,,,,"NM_001356406.1 Mus musculus tissue inhibitor of metalloproteinase 4 (Timp4), transcript variant 2, mRNA",,,
7449,NM_001356407.1,,,,"NM_001356407.1 Mus musculus F-box and WD-40 domain protein 5 (Fbxw5), transcript variant 2, mRNA",,,
7450,NM_001356411.1,,,,"NM_001356411.1 Mus musculus Sec61, alpha subunit 2 (S. cerevisiae) (Sec61a2), transcript variant 2, mRNA",,,
7451,NM_001356412.1,,,,"NM_001356412.1 Mus musculus aldehyde dehydrogenase 1 family, member L1 (Aldh1l1), transcript variant 2, mRNA",,,
7452,NM_001356438.1,,,,"NM_001356438.1 Mus musculus diphthamine biosynthesis 6 (Dph6), transcript variant 1, mRNA",,,
7453,NM_001356441.1,,,,"NM_001356441.1 Mus musculus GTPase activating protein and VPS9 domains 1 (Gapvd1), transcript variant 1, mRNA",,,
7454,NM_001356442.1,,,,"NM_001356442.1 Mus musculus tRNA methyltransferase 6 (Trmt6), transcript variant 2, mRNA",,,
7455,NM_001356446.1,,,,"NM_001356446.1 Mus musculus organic solute carrier partner 1 (Oscp1), transcript variant 2, mRNA",,,
7456,NM_001356451.1,,,,"NM_001356451.1 Mus musculus pre-mRNA processing factor 18 (Prpf18), transcript variant 1, mRNA",,,
7457,NM_001356455.1,,,,"NM_001356455.1 Mus musculus thyroid hormone receptor associated protein 3 (Thrap3), transcript variant 2, mRNA",,,
7458,NM_001356458.1,,,,"NM_001356458.1 Mus musculus LIM domain containing 2 (Limd2), transcript variant 1, mRNA",,,
7459,NM_001356461.1,,,,"NM_001356461.1 Mus musculus sushi domain containing 4 (Susd4), transcript variant 2, mRNA",,,
7460,NM_001356465.1,,,,"NM_001356465.1 Mus musculus serine incorporator 2 (Serinc2), transcript variant 3, mRNA",,,
7461,NM_001356473.1,,,,"NM_001356473.1 Mus musculus serine/arginine-rich splicing factor 12 (Srsf12), transcript variant 1, mRNA",,,
7462,NM_001356478.1,,,,"NM_001356478.1 Mus musculus interleukin 1 receptor-like 2 (Il1rl2), transcript variant 2, mRNA",,,
7463,NM_001356481.1,,,,"NM_001356481.1 Mus musculus copine III (Cpne3), transcript variant 2, mRNA",,,
7464,NM_001356483.1,,,,"NM_001356483.1 Mus musculus DENN/MADD domain containing 4B (Dennd4b), transcript variant 2, mRNA",,,
7465,NM_001356487.1,,,,"NM_001356487.1 Mus musculus optineurin (Optn), transcript variant 1, mRNA",,,
7466,NM_001356489.1,,,,"NM_001356489.1 Mus musculus zinc finger and BTB domain containing 37 (Zbtb37), transcript variant 2, mRNA",,,
7467,NM_001356491.1,,,,"NM_001356491.1 Mus musculus adipocyte plasma membrane associated protein (Apmap), transcript variant 2, mRNA",,,
7468,NM_001356498.1,,,,"NM_001356498.1 Mus musculus myotubularin related protein 12 (Mtmr12), transcript variant 2, mRNA",,,
7469,NM_001356507.1,,,,"NM_001356507.1 Mus musculus serine palmitoyltransferase, long chain base subunit 3 (Sptlc3), transcript variant 1, mRNA",,,
7470,NM_001356512.1,,,,"NM_001356512.1 Mus musculus heat shock protein 1 (chaperonin) (Hspd1), transcript variant 2, mRNA",,,
7471,NM_001356515.1,,,,"NM_001356515.1 Mus musculus sulfotransferase family 4A, member 1 (Sult4a1), transcript variant 2, mRNA",,,
7472,NM_001356518.1,,,,"NM_001356518.1 Mus musculus harbinger transposase derived 1 (Harbi1), transcript variant 2, mRNA",,,
7473,NM_001356522.1,,,,"NM_001356522.1 Mus musculus intraflagellar transport 52 (Ift52), transcript variant 1, mRNA",,,
7474,NM_001356524.1,,,,"NM_001356524.1 Mus musculus Rho GTPase activating protein 29 (Arhgap29), transcript variant 2, mRNA",,,
7475,NM_001356525.1,,,,"NM_001356525.1 Mus musculus G protein-coupled receptor 149 (Gpr149), transcript variant 2, mRNA",,,
7476,NM_001356529.1,,,,"NM_001356529.1 Mus musculus UBX domain protein 4 (Ubxn4), transcript variant 2, mRNA",,,
7477,NM_001356531.2,,,,"NM_001356531.2 Mus musculus vacuole membrane protein 1 (Vmp1), transcript variant 2, mRNA",,,
7478,NM_001356533.1,,,,"NM_001356533.1 Mus musculus ATP/GTP binding protein-like 2 (Agbl2), transcript variant 2, mRNA",,,
7479,NM_001356541.1,,,,"NM_001356541.1 Mus musculus desumoylating isopeptidase 1 (Desi1), transcript variant 2, mRNA",,,
7480,NM_001356547.1,,,,"NM_001356547.1 Mus musculus SPHK1 interactor, AKAP domain containing (Sphkap), transcript variant 1, mRNA",,,
7481,NM_001356549.1,,,,"NM_001356549.1 Mus musculus abhydrolase domain containing 12 (Abhd12), transcript variant 2, mRNA",,,
7482,NM_001356551.1,,,,"NM_001356551.1 Mus musculus cysteine-rich secretory protein LCCL domain containing 1 (Crispld1), transcript variant 2, mRNA",,,
7483,NM_001356552.1,,,,"NM_001356552.1 Mus musculus carbohydrate sulfotransferase 1 (Chst1), transcript variant 1, mRNA",,,
7484,NM_001356556.1,,,,"NM_001356556.1 Mus musculus rosbin, round spermatid basic protein 1 (Rsbn1), transcript variant 2, mRNA",,,
7485,NM_001356560.1,,,,"NM_001356560.1 Mus musculus Smad nuclear interacting protein 1 (Snip1), transcript variant 2, mRNA",,,
7486,NM_001356562.1,,,,"NM_001356562.1 Mus musculus RNA binding motif protein 12 B2 (Rbm12b2), transcript variant 2, mRNA",,,
7487,NM_001356575.1,,,,"NM_001356575.1 Mus musculus anti-Mullerian hormone type 2 receptor (Amhr2), transcript variant 2, mRNA",,,
7488,NM_001356576.1,,,,"NM_001356576.1 Mus musculus minichromosome maintenance complex component 7 (Mcm7), transcript variant 2, mRNA",,,
7489,NM_001356582.1,,,,"NM_001356582.1 Mus musculus EFR3 homolog A (Efr3a), transcript variant 2, mRNA",,,
7490,NM_001356588.1,,,,"NM_001356588.1 Mus musculus cartilage acidic protein 1 (Crtac1), transcript variant 2, mRNA",,,
7491,NM_001356594.1,,,,"NM_001356594.1 Mus musculus ubiquitin-conjugating enzyme E2D 3 (Ube2d3), transcript variant 2, mRNA",,,
7492,NM_001356600.1,,,,"NM_001356600.1 Mus musculus TATA-box binding protein associated factor 6 (Taf6), transcript variant 1, mRNA",,,
7493,NM_001356611.1,,,,"NM_001356611.1 Mus musculus COMM domain containing 8 (Commd8), transcript variant 2, mRNA",,,
7494,NM_001356620.1,,,,"NM_001356620.1 Mus musculus slingshot protein phosphatase 3 (Ssh3), transcript variant 2, mRNA",,,
7495,NM_001356621.1,,,,"NM_001356621.1 Mus musculus squamous cell carcinoma antigen recognized by T cells 3 (Sart3), transcript variant 1, mRNA",,,
7496,NM_001356625.1,,,,"NM_001356625.1 Mus musculus zinc finger protein 639 (Zfp639), transcript variant 3, mRNA",,,
7497,NM_001356627.1,,,,"NM_001356627.1 Mus musculus zinc finger protein 385A (Zfp385a), transcript variant 2, mRNA",,,
7498,NM_001356629.1,,,,"NM_001356629.1 Mus musculus poly-U binding splicing factor 60 (Puf60), transcript variant 4, mRNA",,,
7499,NM_001356943.1,,,,"NM_001356943.1 Mus musculus sulfotransferase family 1B, member 1 (Sult1b1), transcript variant 1, mRNA",,,
7500,NM_001356945.1,,,,"NM_001356945.1 Mus musculus fibronectin type III domain containing 4 (Fndc4), transcript variant 1, mRNA",,,
7501,NM_001356948.1,,,,"NM_001356948.1 Mus musculus dihydropyrimidinase-like 5 (Dpysl5), transcript variant 2, mRNA",,,
7502,NM_001356953.1,,,,"NM_001356953.1 Mus musculus fibronectin type III domain containing 3B (Fndc3b), transcript variant 2, mRNA",,,
7503,NM_001356961.1,,,,"NM_001356961.1 Mus musculus somatostatin receptor 3 (Sstr3), transcript variant 2, mRNA",,,
7504,NM_001356964.1,,,,"NM_001356964.1 Mus musculus phosphoglucomutase 1 (Pgm1), transcript variant 2, mRNA",,,
7505,NM_001356971.1,,,,"NM_001356971.1 Mus musculus phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase (Paics), transcript variant 2, mRNA",,,
7506,NM_001356976.1,,,,"NM_001356976.1 Mus musculus structural maintenance of chromosomes 4 (Smc4), transcript variant 2, mRNA",,,
7507,NM_001356983.1,,,,"NM_001356983.1 Mus musculus transmembrane protein 129 (Tmem129), transcript variant 2, mRNA",,,
7508,NM_001356986.1,,,,"NM_001356986.1 Mus musculus survival motor neuron domain containing 1 (Smndc1), transcript variant 2, mRNA",,,
7509,NM_001356992.1,,,,"NM_001356992.1 Mus musculus tectonin beta-propeller repeat containing 1 (Tecpr1), transcript variant 2, mRNA",,,
7510,NM_001356995.1,,,,"NM_001356995.1 Mus musculus mesenteric estrogen dependent adipogenesis (Medag), transcript variant 2, mRNA",,,
7511,NM_001356998.1,,,,"NM_001356998.1 Mus musculus zinc finger protein, multitype 2 (Zfpm2), transcript variant 2, mRNA",,,
7512,NM_001357002.1,,,,"NM_001357002.1 Mus musculus solute carrier family 46, member 3 (Slc46a3), transcript variant 2, mRNA",,,
7513,NM_001357011.1,,,,"NM_001357011.1 Mus musculus aspartate beta-hydroxylase domain containing 2 (Asphd2), transcript variant 2, mRNA",,,
7514,NM_001357018.1,,,,"NM_001357018.1 Mus musculus acyl-Coenzyme A oxidase 3, pristanoyl (Acox3), transcript variant 2, mRNA",,,
7515,NM_001357022.1,,,,"NM_001357022.1 Mus musculus ribonucleotide reductase M2 B (TP53 inducible) (Rrm2b), transcript variant 2, mRNA",,,
7516,NM_001357025.1,,,,"NM_001357025.1 Mus musculus glucuronidase, beta (Gusb), transcript variant 2, mRNA",,,
7517,NM_001357031.1,,,,"NM_001357031.1 Mus musculus GTP-binding protein 10 (putative) (Gtpbp10), transcript variant 2, mRNA",,,
7518,NM_001357037.1,,,,"NM_001357037.1 Mus musculus rhomboid domain containing 2 (Rhbdd2), transcript variant 2, mRNA",,,
7519,NM_001357043.1,,,,"NM_001357043.1 Mus musculus ubiquitin-activating enzyme, Chr Y (Uba1y), mRNA",,,
7520,NM_001357046.1,,,,"NM_001357046.1 Mus musculus basic, immunoglobulin-like variable motif containing (Bivm), transcript variant 2, mRNA",,,
7521,NM_001357049.1,,,,"NM_001357049.1 Mus musculus cDNA sequence BC055324 (BC055324), transcript variant 2, mRNA",,,
7522,NM_001357067.1,,,,"NM_001357067.1 Mus musculus acid phosphatase 2, lysosomal (Acp2), transcript variant 1, mRNA",,,
7523,NM_001357087.1,,,,"NM_001357087.1 Mus musculus SUMO/sentrin specific peptidase 5 (Senp5), transcript variant 2, mRNA",,,
7524,NM_001357091.1,,,,"NM_001357091.1 Mus musculus CD19 antigen (Cd19), transcript variant 2, mRNA",,,
7525,NM_001357092.1,,,,"NM_001357092.1 Mus musculus phospholipase A and acyltransferase 1 (Plaat1), transcript variant 2, mRNA",,,
7526,NM_001357110.1,,,,"NM_001357110.1 Mus musculus S-adenosylhomocysteine hydrolase-like 1 (Ahcyl1), transcript variant 2, mRNA",,,
7527,NM_001357115.1,,,,"NM_001357115.1 Mus musculus mitogen-activated protein kinase 1 (Mapk1), transcript variant 3, mRNA",,,
7528,NM_001357118.1,,,,"NM_001357118.1 Mus musculus DOP1 leucine zipper like protein B (Dop1b), transcript variant 3, mRNA",,,
7529,NM_001357127.1,,,,"NM_001357127.1 Mus musculus peptidylglycine alpha-amidating monooxygenase (Pam), transcript variant 2, mRNA",,,
7530,NM_001357130.1,,,,"NM_001357130.1 Mus musculus kinesin light chain 4 (Klc4), transcript variant 2, mRNA",,,
7531,NM_001357135.1,,,,"NM_001357135.1 Mus musculus methyltransferase like 4 (Mettl4), transcript variant 1, mRNA",,,
7532,NM_001357152.1,,,,"NM_001357152.1 Mus musculus CREB regulated transcription coactivator 2 (Crtc2), transcript variant 2, mRNA",,,
7533,NM_001357159.1,,,,"NM_001357159.1 Mus musculus fatty acid binding protein 12 (Fabp12), transcript variant 1, mRNA",,,
7534,NM_001357165.2,,,,"NM_001357165.2 Mus musculus dachsous cadherin related 2 (Dchs2), mRNA",,,
7535,NM_001357168.1,,,,"NM_001357168.1 Mus musculus syntaxin binding protein 2 (Stxbp2), transcript variant 1, mRNA",,,
7536,NM_001357173.1,,,,"NM_001357173.1 Mus musculus serine/threonine kinase 38 (Stk38), transcript variant 2, mRNA",,,
7537,NM_001357183.1,,,,"NM_001357183.1 Mus musculus Kruppel-like factor 8 (Klf8), transcript variant 2, mRNA",,,
7538,NM_001357191.1,,,,"NM_001357191.1 Mus musculus ski sarcoma viral oncogene homolog (avian) (Ski), transcript variant 2, mRNA",,,
7539,NM_001357192.1,,,,"NM_001357192.1 Mus musculus nuclear transcription factor-Y gamma (Nfyc), transcript variant 4, mRNA",,,
7540,NM_001357204.1,,,,"NM_001357204.1 Mus musculus DDB1 and CUL4 associated factor 8 (Dcaf8), transcript variant 2, mRNA",,,
7541,NM_001357206.1,,,,"NM_001357206.1 Mus musculus nexilin (Nexn), transcript variant 1, mRNA",,,
7542,NM_001357215.1,,,,"NM_001357215.1 Mus musculus cilia and flagella associated protein 97 (Cfap97), transcript variant 2, mRNA",,,
7543,NM_001357220.1,,,,"NM_001357220.1 Mus musculus protein Z, vitamin K-dependent plasma glycoprotein (Proz), transcript variant 3, mRNA",,,
7544,NM_001357229.1,,,,"NM_001357229.1 Mus musculus nuclear transport factor 2 (Nutf2), transcript variant 2, mRNA",,,
7545,NM_001357234.1,,,,"NM_001357234.1 Mus musculus anaphase promoting complex subunit 10 (Anapc10), transcript variant 2, mRNA",,,
7546,NM_001357238.1,,,,"NM_001357238.1 Mus musculus platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 (Pafah1b2), transcript variant 1, mRNA",,,
7547,NM_001357242.2,,,,"NM_001357242.2 Mus musculus BRO1 domain and CAAX motif containing (Brox), transcript variant 2, mRNA",,,
7548,NM_001357247.1,,,,"NM_001357247.1 Mus musculus CDC16 cell division cycle 16 (Cdc16), transcript variant 2, mRNA",,,
7549,NM_001357253.1,,,,"NM_001357253.1 Mus musculus RIKEN cDNA 1700030J22 gene (1700030J22Rik), transcript variant 2, mRNA",,,
7550,NM_001357261.1,,,,"NM_001357261.1 Mus musculus sortilin-related receptor, LDLR class A repeats-containing (Sorl1), transcript variant 2, mRNA",,,
7551,NM_001357264.1,,,,"NM_001357264.1 Mus musculus stromal antigen 1 (Stag1), transcript variant 2, mRNA",,,
7552,NM_001357266.1,,,,"NM_001357266.1 Mus musculus nucleoporin 93 (Nup93), transcript variant 2, mRNA",,,
7553,NM_001357272.1,,,,"NM_001357272.1 Mus musculus short chain dehydrogenase/reductase family 42E, member 1 (Sdr42e1), transcript variant 1, mRNA",,,
7554,NM_001357274.1,,,,"NM_001357274.1 Mus musculus dehydrogenase/reductase (SDR family) member 3 (Dhrs3), transcript variant 3, mRNA",,,
7555,NM_001357278.1,,,,"NM_001357278.1 Mus musculus transmembrane protein 38A (Tmem38a), transcript variant 2, mRNA",,,
7556,NM_001357283.1,,,,"NM_001357283.1 Mus musculus ariadne RBR E3 ubiquitin protein ligase 2 (Arih2), transcript variant 2, mRNA",,,
7557,NM_001357292.1,,,,"NM_001357292.1 Mus musculus ring finger protein 170 (Rnf170), transcript variant 2, mRNA",,,
7558,NM_001357298.1,,,,"NM_001357298.1 Mus musculus transferrin receptor (Tfrc), transcript variant 2, mRNA",,,
7559,NM_001357300.1,,,,"NM_001357300.1 Mus musculus spermatogenesis associated 2-like (Spata2l), transcript variant 2, mRNA",,,
7560,NM_001357304.1,,,,"NM_001357304.1 Mus musculus tumor suppressor candidate 3 (Tusc3), transcript variant 2, mRNA",,,
7561,NM_001357315.1,,,,"NM_001357315.1 Mus musculus TATA-box binding protein associated factor 5 like (Taf5l), transcript variant 2, mRNA",,,
7562,NM_001357316.1,,,,"NM_001357316.1 Mus musculus toll-like receptor 3 (Tlr3), transcript variant 2, mRNA",,,
7563,NM_001357322.1,,,,"NM_001357322.1 Mus musculus DDB1 and CUL4 associated factor 15 (Dcaf15), transcript variant 2, mRNA",,,
7564,NM_001357323.1,,,,"NM_001357323.1 Mus musculus alpha- and gamma-adaptin binding protein (Aagab), transcript variant 2, mRNA",,,
7565,NM_001357329.1,,,,"NM_001357329.1 Mus musculus VPS52 GARP complex subunit (Vps52), transcript variant 2, mRNA",,,
7566,NM_001357333.1,,,,"NM_001357333.1 Mus musculus capping protein regulator and myosin 1 linker 2 (Carmil2), mRNA",,,
7567,NM_001357336.1,,,,"NM_001357336.1 Mus musculus elastin microfibril interfacer 2 (Emilin2), transcript variant 2, mRNA",,,
7568,NM_001357344.1,,,,"NM_001357344.1 Mus musculus dihydrolipoamide branched chain transacylase E2 (Dbt), transcript variant 2, mRNA",,,
7569,NM_001357351.1,,,,"NM_001357351.1 Mus musculus phosphoribosylglycinamide formyltransferase (Gart), transcript variant 2, mRNA",,,
7570,NM_001357355.1,,,,"NM_001357355.1 Mus musculus tetratricopeptide repeat domain 13 (Ttc13), transcript variant 1, mRNA",,,
7571,NM_001357362.1,,,,"NM_001357362.1 Mus musculus p21 (RAC1) activated kinase 1 (Pak1), transcript variant 2, mRNA",,,
7572,NM_001357368.1,,,,"NM_001357368.1 Mus musculus yippee like 5 (Ypel5), transcript variant 2, mRNA",,,
7573,NM_001357374.1,,,,"NM_001357374.1 Mus musculus lysophosphatidylcholine acyltransferase 2 (Lpcat2), transcript variant 2, mRNA",,,
7574,NM_001357376.1,,,,"NM_001357376.1 Mus musculus alcohol dehydrogenase, iron containing, 1 (Adhfe1), transcript variant 2, mRNA",,,
7575,NM_001357379.1,,,,"NM_001357379.1 Mus musculus exocyst complex component 3-like (Exoc3l), transcript variant 2, mRNA",,,
7576,NM_001357383.1,,,,"NM_001357383.1 Mus musculus transmembrane protein 25 (Tmem25), transcript variant 1, mRNA",,,
7577,NM_001357390.1,,,,"NM_001357390.1 Mus musculus serologically defined colon cancer antigen 8 (Sdccag8), transcript variant 2, mRNA",,,
7578,NM_001357393.1,,,,"NM_001357393.1 Mus musculus VPS11, CORVET/HOPS core subunit (Vps11), transcript variant 2, mRNA",,,
7579,NM_001357394.1,,,,"NM_001357394.1 Mus musculus paired Ig-like receptor B (Pirb), transcript variant 2, mRNA",,,
7580,NM_001357396.1,,,,"NM_001357396.1 Mus musculus impact, RWD domain protein (Impact), transcript variant 2, mRNA",,,
7581,NM_001357397.1,,,,"NM_001357397.1 Mus musculus platelet-derived growth factor, D polypeptide (Pdgfd), transcript variant 2, mRNA",,,
7582,NM_001357399.1,,,,"NM_001357399.1 Mus musculus N-acetylated alpha-linked acidic dipeptidase 2 (Naalad2), transcript variant 1, mRNA",,,
7583,NM_001357401.1,,,,"NM_001357401.1 Mus musculus SUN domain containing ossification factor (Suco), transcript variant 2, mRNA",,,
7584,NM_001357407.1,,,,"NM_001357407.1 Mus musculus uveal autoantigen with coiled-coil domains and ankyrin repeats (Uaca), transcript variant 2, mRNA",,,
7585,NM_001357411.1,,,,"NM_001357411.1 Mus musculus TIP41, TOR signalling pathway regulator-like (S. cerevisiae) (Tiprl), transcript variant 3, mRNA",,,
7586,NM_001357412.1,,,,"NM_001357412.1 Mus musculus ubiquitin associated and SH3 domain containing, B (Ubash3b), transcript variant 2, mRNA",,,
7587,NM_001357413.1,,,,"NM_001357413.1 Mus musculus transmembrane protein 44 (Tmem44), transcript variant 3, mRNA",,,
7588,NM_001357416.1,,,,"NM_001357416.1 Mus musculus CGG triplet repeat binding protein 1 (Cggbp1), transcript variant 2, mRNA",,,
7589,NM_001357421.1,,,,"NM_001357421.1 Mus musculus methyl-CpG binding domain protein 1 (Mbd1), transcript variant 2, mRNA",,,
7590,NM_001357424.1,,,,"NM_001357424.1 Mus musculus SUMO/sentrin specific peptidase 2 (Senp2), transcript variant 3, mRNA",,,
7591,NM_001357427.1,,,,"NM_001357427.1 Mus musculus adenylate cyclase 10 (Adcy10), transcript variant 2, mRNA",,,
7592,NM_001357439.1,,,,"NM_001357439.1 Mus musculus copine IV (Cpne4), transcript variant 1, mRNA",,,
7593,NM_001357445.1,,,,"NM_001357445.1 Mus musculus nicotinamide nucleotide adenylyltransferase 3 (Nmnat3), transcript variant 2, mRNA",,,
7594,NM_001357447.1,,,,"NM_001357447.1 Mus musculus zinc finger protein 24 (Zfp24), transcript variant 2, mRNA",,,
7595,NM_001357458.1,,,,"NM_001357458.1 Mus musculus CXXC finger 5 (Cxxc5), transcript variant 2, mRNA",,,
7596,NM_001357462.1,,,,"NM_001357462.1 Mus musculus dynactin 4 (Dctn4), transcript variant 2, mRNA",,,
7597,NM_001357463.1,,,,"NM_001357463.1 Mus musculus sorting nexin 2 (Snx2), transcript variant 2, mRNA",,,
7598,NM_001357464.1,,,,"NM_001357464.1 Mus musculus major facilitator superfamily domain containing 6 (Mfsd6), transcript variant 3, mRNA",,,
7599,NM_001357467.1,,,,"NM_001357467.1 Mus musculus tripartite motif-containing 30A (Trim30a), transcript variant 2, mRNA",,,
7600,NM_001357474.1,,,,"NM_001357474.1 Mus musculus glutamyl-prolyl-tRNA synthetase (Eprs), transcript variant 2, mRNA",,,
7601,NM_001357477.1,,,,"NM_001357477.1 Mus musculus meiotic double-stranded break formation protein 4 (Mei4), transcript variant 2, mRNA",,,
